model_index,model_name,model_human_corr,beta_acc_15_30_45_60_75,model_base_model_name,model_layer_name,model_contourtraining_diet,model_contourtraining_finetune
191,../model_weights/contour_model_weights/alexnet-bagnet11_regimagenet_categ_finetune_broad/model_alexnet-bagnet11-regim-categ_layer_classifier-2_mode_finetune.pt,-0.00717685053018903,[0.555  0.5075 0.5175 0.4975 0.5   ],alexnet-bagnet11_regim_categ,classifier.2,0-15-30-45-60-75,True
192,../model_weights/contour_model_weights/alexnet-bagnet11_regimagenet_categ_finetune_broad/model_alexnet-bagnet11-regim-categ_layer_features-9_mode_finetune.pt,-0.050941628538088465,[0.5125 0.5275 0.5025 0.495  0.5525],alexnet-bagnet11_regim_categ,features.9,0-15-30-45-60-75,True
193,../model_weights/contour_model_weights/alexnet-bagnet11_regimagenet_categ_finetune_broad/model_alexnet-bagnet11-regim-categ_layer_avgpool_mode_finetune.pt,0.27681301634215216,[0.6    0.5    0.4775 0.4825 0.485 ],alexnet-bagnet11_regim_categ,avgpool,0-15-30-45-60-75,True
194,../model_weights/contour_model_weights/alexnet-bagnet17_regimagenet_categ_finetune_broad/model_alexnet-bagnet17-regim-categ_layer_features-9_mode_finetune.pt,0.015024966888743302,[0.58   0.505  0.54   0.5125 0.5625],alexnet-bagnet17_regim_categ,features.9,0-15-30-45-60-75,True
195,../model_weights/contour_model_weights/alexnet-bagnet17_regimagenet_categ_finetune_broad/model_alexnet-bagnet17-regim-categ_layer_avgpool_mode_finetune.pt,0.2805703102397588,[0.6    0.515  0.4675 0.4575 0.4825],alexnet-bagnet17_regim_categ,avgpool,0-15-30-45-60-75,True
196,../model_weights/contour_model_weights/alexnet-bagnet17_regimagenet_categ_finetune_broad/model_alexnet-bagnet17-regim-categ_layer_classifier-5_mode_finetune.pt,0.006323408574622926,[0.52   0.505  0.4975 0.515  0.4625],alexnet-bagnet17_regim_categ,classifier.5,0-15-30-45-60-75,True
197,../model_weights/contour_model_weights/alexnet-bagnet17_regimagenet_categ_finetune_broad/model_alexnet-bagnet17-regim-categ_layer_classifier-2_mode_finetune.pt,0.054806462257763755,[0.5325 0.4675 0.5225 0.4775 0.53  ],alexnet-bagnet17_regim_categ,classifier.2,0-15-30-45-60-75,True
198,../model_weights/contour_model_weights/alexnet-bagnet31_regimagenet_categ_finetune_broad/model_alexnet-bagnet31-regim-categ_layer_features-9_mode_finetune.pt,0.17826536558210554,[0.6425 0.5775 0.5275 0.5525 0.59  ],alexnet-bagnet31_regim_categ,features.9,0-15-30-45-60-75,True
199,../model_weights/contour_model_weights/alexnet-bagnet31_regimagenet_categ_finetune_broad/model_alexnet-bagnet31-regim-categ_layer_classifier-5_mode_finetune.pt,0.38477957918002315,[0.8225 0.775  0.71   0.65   0.6325],alexnet-bagnet31_regim_categ,classifier.5,0-15-30-45-60-75,True
200,../model_weights/contour_model_weights/alexnet-bagnet31_regimagenet_categ_finetune_broad/model_alexnet-bagnet31-regim-categ_layer_classifier-2_mode_finetune.pt,0.27240737431145695,[0.805  0.795  0.7825 0.735  0.6725],alexnet-bagnet31_regim_categ,classifier.2,0-15-30-45-60-75,True
201,../model_weights/contour_model_weights/alexnet-bagnet31_regimagenet_categ_finetune_broad/model_alexnet-bagnet31-regim-categ_layer_avgpool_mode_finetune.pt,0.25067443718614685,[0.8025 0.7725 0.785  0.7675 0.6775],alexnet-bagnet31_regim_categ,avgpool,0-15-30-45-60-75,True
202,../model_weights/contour_model_weights/alexnet-bagnet33_regimagenet_categ_finetune_broad/model_alexnet-bagnet33-regim-categ_layer_features-9_mode_finetune.pt,0.1460518809921169,[0.7375 0.6825 0.67   0.705  0.6625],alexnet-bagnet33_regim_categ,features.9,0-15-30-45-60-75,True
203,../model_weights/contour_model_weights/alexnet-bagnet33_regimagenet_categ_finetune_broad/model_alexnet-bagnet33-regim-categ_layer_classifier-2_mode_finetune.pt,0.1795401439943336,[0.8625 0.8375 0.8275 0.7975 0.76  ],alexnet-bagnet33_regim_categ,classifier.2,0-15-30-45-60-75,True
204,../model_weights/contour_model_weights/alexnet-bagnet33_regimagenet_categ_finetune_broad/model_alexnet-bagnet33-regim-categ_layer_avgpool_mode_finetune_1.pt,0.1808197223688732,[0.8225 0.8175 0.8225 0.8225 0.7475],alexnet-bagnet33_regim_categ,avgpool,0-15-30-45-60-75,True
205,../model_weights/contour_model_weights/alexnet-bagnet33_regimagenet_categ_finetune_broad/model_alexnet-bagnet33-regim-categ_layer_classifier-5_mode_finetune.pt,0.16709329834830458,[0.825  0.855  0.8375 0.805  0.725 ],alexnet-bagnet33_regim_categ,classifier.5,0-15-30-45-60-75,True
206,../model_weights/contour_model_weights/alexnet-bagnet33_regimagenet_categ_finetune_broad/model_alexnet-bagnet33-regim-categ_layer_avgpool_mode_finetune.pt,0.21983663382017182,[0.825  0.82   0.815  0.8    0.7325],alexnet-bagnet33_regim_categ,avgpool,0-15-30-45-60-75,True
207,../model_weights/contour_model_weights/alexnet-epoch100_regimagenet_categ_finetune_broad/model_alexnet-epoch100-regim-categ_layer_features-12_mode_finetune.pt,0.2419488254908559,[0.91   0.885  0.905  0.885  0.7625],alexnet-epoch100_regim_categ,features.12,0-15-30-45-60-75,True
208,../model_weights/contour_model_weights/alexnet-epoch50_regimagenet_categ_finetune_broad/model_alexnet-epoch50-regim-categ_layer_features-12_mode_finetune.pt,0.23018921576211204,[0.9075 0.8975 0.885  0.8675 0.7725],alexnet-epoch50_regim_categ,features.12,0-15-30-45-60-75,True
209,../model_weights/contour_model_weights/alexnet-epoch50_regimagenet_categ_finetune_broad/model_alexnet-epoch50-regim-categ_layer_features-11_mode_finetune.pt,0.20866446901506766,[0.87   0.8275 0.8575 0.8325 0.7525],alexnet-epoch50_regim_categ,features.11,0-15-30-45-60-75,True
210,../model_weights/contour_model_weights/alexnet-epoch50_regimagenet_categ_finetune_broad/model_alexnet-epoch50-regim-categ_layer_features-9_mode_finetune.pt,0.27491244737327575,[0.8275 0.8075 0.79   0.75   0.705 ],alexnet-epoch50_regim_categ,features.9,0-15-30-45-60-75,True
211,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_classifier-5_mode_finetune.pt,0.022825276325551234,[0.5 0.5 0.5 0.5 0.5],alexnet-random_nodata_notask,classifier.5,0-15-30-45-60-75,True
212,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-6_mode_finetune.pt,0.24637122139174764,[0.7975 0.705  0.69   0.685  0.62  ],alexnet-random_nodata_notask,features.6,0-15-30-45-60-75,True
213,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_classifier-6_mode_finetune.pt,-0.04390230812344163,[0.5 0.5 0.5 0.5 0.5],alexnet-random_nodata_notask,classifier.6,0-15-30-45-60-75,True
214,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-9_mode_finetune.pt,0.5012253018063101,[0.84   0.6775 0.5875 0.515  0.5125],alexnet-random_nodata_notask,features.9,0-15-30-45-60-75,True
215,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_classifier-2_mode_finetune.pt,0.03478203894625132,[0.51   0.515  0.4875 0.5    0.5   ],alexnet-random_nodata_notask,classifier.2,0-15-30-45-60-75,True
216,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_classifier-4_mode_finetune.pt,0.03047859669074231,[0.5    0.5    0.5    0.5    0.4975],alexnet-random_nodata_notask,classifier.4,0-15-30-45-60-75,True
217,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-7_mode_finetune.pt,0.2903988780841595,[0.8025 0.7125 0.75   0.705  0.665 ],alexnet-random_nodata_notask,features.7,0-15-30-45-60-75,True
218,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-3_mode_finetune.pt,0.005922358891387446,[0.595  0.54   0.55   0.5525 0.595 ],alexnet-random_nodata_notask,features.3,0-15-30-45-60-75,True
219,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-2_mode_finetune.pt,0.02997381481916627,[0.62   0.5025 0.5225 0.545  0.5925],alexnet-random_nodata_notask,features.2,0-15-30-45-60-75,True
220,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-5_mode_finetune.pt,0.2555691749650179,[0.8    0.6975 0.695  0.6975 0.6425],alexnet-random_nodata_notask,features.5,0-15-30-45-60-75,True
221,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_classifier-3_mode_finetune.pt,0.04976358178807039,[0.5125 0.515  0.5075 0.5025 0.4925],alexnet-random_nodata_notask,classifier.3,0-15-30-45-60-75,True
222,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-1_mode_finetune.pt,-0.013660544135752925,[0.59  0.49  0.51  0.535 0.575],alexnet-random_nodata_notask,features.1,0-15-30-45-60-75,True
223,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-0_mode_finetune.pt,-0.09694328823446284,[0.5025 0.51   0.4825 0.5175 0.5625],alexnet-random_nodata_notask,features.0,0-15-30-45-60-75,True
224,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_avgpool_mode_finetune.pt,0.16014143277792495,[0.565  0.5225 0.5125 0.495  0.49  ],alexnet-random_nodata_notask,avgpool,0-15-30-45-60-75,True
225,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-4_mode_finetune.pt,0.2650837144470401,[0.7225 0.6475 0.6425 0.6525 0.6175],alexnet-random_nodata_notask,features.4,0-15-30-45-60-75,True
226,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-8_mode_finetune.pt,0.31782914435239745,[0.7875 0.7575 0.7425 0.6675 0.6275],alexnet-random_nodata_notask,features.8,0-15-30-45-60-75,True
227,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-12_mode_finetune.pt,0.33337018877117963,[0.6175 0.505  0.4975 0.5    0.49  ],alexnet-random_nodata_notask,features.12,0-15-30-45-60-75,True
228,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-11_mode_finetune.pt,0.4018230491279639,[0.65   0.5125 0.495  0.4775 0.4575],alexnet-random_nodata_notask,features.11,0-15-30-45-60-75,True
229,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_classifier-1_mode_finetune.pt,0.06278500606617728,[0.535 0.52  0.515 0.49  0.515],alexnet-random_nodata_notask,classifier.1,0-15-30-45-60-75,True
230,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_classifier-0_mode_finetune.pt,0.16504015396478103,[0.555 0.52  0.5   0.515 0.51 ],alexnet-random_nodata_notask,classifier.0,0-15-30-45-60-75,True
231,../model_weights/contour_model_weights/alexnet-random-nodata-notask_finetune_broad/model_alexnet-random-nodata-notask_layer_features-10_mode_finetune.pt,0.4027863302744486,[0.7175 0.555  0.4825 0.49   0.4325],alexnet-random_nodata_notask,features.10,0-15-30-45-60-75,True
232,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-10_mode_frozen.pt,0.26610711972841633,[0.62   0.5175 0.5125 0.51   0.505 ],alexnet-random_nodata_notask,features.10,0-15-30-45-60-75,False
233,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-8_mode_frozen.pt,0.2855715774875548,[0.62   0.5175 0.52   0.5    0.4975],alexnet-random_nodata_notask,features.8,0-15-30-45-60-75,False
234,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-11_mode_frozen.pt,0.2611582844174821,[0.5975 0.5175 0.5225 0.5025 0.5   ],alexnet-random_nodata_notask,features.11,0-15-30-45-60-75,False
235,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_classifier-4_mode_frozen.pt,0.008570021102258955,[0.52   0.5025 0.49   0.5075 0.49  ],alexnet-random_nodata_notask,classifier.4,0-15-30-45-60-75,False
236,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-5_mode_frozen.pt,0.25595077405235866,[0.64   0.51   0.5025 0.5125 0.5075],alexnet-random_nodata_notask,features.5,0-15-30-45-60-75,False
237,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_classifier-1_mode_frozen.pt,-0.0968938678977187,[0.5    0.4975 0.5125 0.505  0.5175],alexnet-random_nodata_notask,classifier.1,0-15-30-45-60-75,False
238,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-0_mode_frozen.pt,-0.08457828307412409,[0.51   0.5075 0.4775 0.5175 0.54  ],alexnet-random_nodata_notask,features.0,0-15-30-45-60-75,False
239,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_classifier-6_mode_frozen.pt,0.09187515924465425,[0.515  0.5    0.47   0.4925 0.4925],alexnet-random_nodata_notask,classifier.6,0-15-30-45-60-75,False
240,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-1_mode_frozen.pt,-0.09744371297081728,[0.52   0.5125 0.4875 0.52   0.56  ],alexnet-random_nodata_notask,features.1,0-15-30-45-60-75,False
241,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_classifier-3_mode_frozen.pt,0.04705308740171226,[0.5025 0.52   0.51   0.4925 0.5025],alexnet-random_nodata_notask,classifier.3,0-15-30-45-60-75,False
242,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-7_mode_frozen.pt,0.2535670841761706,[0.6475 0.525  0.5    0.5075 0.5175],alexnet-random_nodata_notask,features.7,0-15-30-45-60-75,False
243,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_classifier-5_mode_frozen.pt,0.0012710152878195424,[0.5    0.505  0.49   0.4975 0.5025],alexnet-random_nodata_notask,classifier.5,0-15-30-45-60-75,False
244,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_classifier-0_mode_frozen.pt,0.022819669465518933,[0.5425 0.5    0.49   0.5125 0.495 ],alexnet-random_nodata_notask,classifier.0,0-15-30-45-60-75,False
245,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_classifier-2_mode_frozen.pt,-0.03079793935321066,[0.4925 0.5225 0.5    0.5175 0.5025],alexnet-random_nodata_notask,classifier.2,0-15-30-45-60-75,False
246,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-3_mode_frozen.pt,0.08831660963482002,[0.625  0.495  0.5425 0.55   0.5775],alexnet-random_nodata_notask,features.3,0-15-30-45-60-75,False
247,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-12_mode_frozen.pt,0.23461508948516888,[0.565  0.51   0.4975 0.4975 0.485 ],alexnet-random_nodata_notask,features.12,0-15-30-45-60-75,False
248,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_avgpool_mode_frozen.pt,0.07027370208406163,[0.5225 0.525  0.5225 0.5125 0.4525],alexnet-random_nodata_notask,avgpool,0-15-30-45-60-75,False
249,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-4_mode_frozen.pt,0.12788118459064812,[0.635  0.5    0.5325 0.5225 0.555 ],alexnet-random_nodata_notask,features.4,0-15-30-45-60-75,False
250,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-2_mode_frozen.pt,0.05433334014829758,[0.63   0.4925 0.52   0.535  0.5525],alexnet-random_nodata_notask,features.2,0-15-30-45-60-75,False
251,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-6_mode_frozen.pt,0.2595488055528141,[0.6525 0.5225 0.5    0.5075 0.5325],alexnet-random_nodata_notask,features.6,0-15-30-45-60-75,False
252,../model_weights/contour_model_weights/alexnet-random-nodata-notask_frozen_broad/model_alexnet-random-nodata-notask_layer_features-9_mode_frozen.pt,0.28306139417483417,[0.6425 0.5175 0.49   0.5175 0.52  ],alexnet-random_nodata_notask,features.9,0-15-30-45-60-75,False
